バージョン,タイトル,ジャンル,アーティスト,プレー回数,BEGINNER 難易度,BEGINNER スコア,BEGINNER PGreat,BEGINNER Great,BEGINNER ミスカウント,BEGINNER クリアタイプ,BEGINNER DJ LEVEL,NORMAL 難易度,NORMAL スコア,NORMAL PGreat,NORMAL Great,NORMAL ミスカウント,NORMAL クリアタイプ,NORMAL DJ LEVEL,HYPER 難易度,HYPER スコア,HYPER PGreat,HYPER Great,HYPER ミスカウント,HYPER クリアタイプ,HYPER DJ LEVEL,ANOTHER 難易度,ANOTHER スコア,ANOTHER PGreat,ANOTHER Great,ANOTHER ミスカウント,ANOTHER クリアタイプ,ANOTHER DJ LEVEL,LEGGENDARIA 難易度,LEGGENDARIA スコア,LEGGENDARIA PGreat,LEGGENDARIA Great,LEGGENDARIA ミスカウント,LEGGENDARIA クリアタイプ,LEGGENDARIA DJ LEVEL,最終プレー日時
9th style,SWEETEST SAVAGE,HIP HOP,ASLETICS,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,1st Samurai,お江戸テクノ,sampling masters MEGA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,Back Into The Light,2STEP POP TRANCE,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,Boundary,ROCOCO TEK,SPARKER,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,Daisuke,EUROBEAT,Y&Co.,0,2,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,Debtty Daddy,ETHNO HARDCORE,sampling masters AYA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,DoLL,HYPER J-POP FOUR,ＴЁЯＲＡ,1,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,7,1441,640,161,6,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2020-11-29 19:16
10th style,EXE,ELECTROSHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,Feedback,BREAK BEATS,Audio Highs,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,1544,623,298,24,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-25 19:23
10th style,FEEL IT,DRUM'N'BASS,RAM,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,Freezing atmosphere,NATURAL SOUND,Twin AmadeuS,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,1157,479,199,18,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-05 17:42
10th style,GRADIUS -FULL SPEED-,GAME MUSIC,Mr.T,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1557,644,269,46,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-01 18:08
10th style,Innocent Walls,TECHNO,TaQ,4,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,12,0,0,0,---,EASY CLEAR,---,12,2070,766,538,73,EASY CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-28 16:36
10th style,Love Is Eternity,TRANCE,kors k,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,Lucy,DANCE POP,ELE BLOCK,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,1880,757,366,25,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-02-16 17:44
10th style,Narcissus At Oasis,ARTCORE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,No.13,PROGRESSIVE BAROQUE,TAKA respect for J.S.B.,1,0,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,10,0,0,0,---,CLEAR,---,11,2353,934,485,16,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-11-25 19:19
10th style,pandora,TRANCE,dj TAKA feat.Tomomi,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,9,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,rainbow rainbow,HAPPY HARDCORE,Ryu☆,1,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,11,2034,834,366,27,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-28 12:46
10th style,Rise'n Beauty,TRANCE,Sota feat. Cyborg Akemi,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
10th style,SPACE FIGHT,戦艦テクノ,AKIRA YAMAOKA,1,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,11,1401,492,417,12,HARD CLEAR,B,0,0,0,0,---,NO PLAY,---,2021-01-25 19:29
10th style,システムロマンス,ムートラ(ムードトランス),ヒロシ＆チー子,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,8,1632,693,246,16,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-12-13 18:06
10th style,雪月花,HARD HOUSE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,AA,RENAISSANCE,D.J.Amuro,15,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,12,2535,986,563,32,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-21 17:44
IIDX RED,AGEHA,HAPPY HARDCORE,Ryu☆,1,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,9,1245,427,391,8,HARD CLEAR,B,0,0,0,0,---,NO PLAY,---,2020-12-09 20:10
IIDX RED,ANDROMEDA,PSYCHEDELIC GOA TRANCE,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,awakening,TRANCE,AKIRA YAMAOKA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1357,591,175,27,CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-01-09 13:31
IIDX RED,Be quiet,HARD DANCE,Ryu☆,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,BLOCKS,TRANCE,SPARKER,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,1496,610,276,17,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-24 19:22
IIDX RED,BREATH,ROCOCO TEK,SPARKER,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,CLEAR,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,Click Again,CLICK HOUSE,dj REMO-CON,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,D.A.N.C.E.!,J-POP,DJ Yoshitaka feat.星野奏子,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,Don't be afraid myself,J-POP,platoniX with ray.D,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,10,1826,766,294,14,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-11-06 19:28
IIDX RED,earth scape,PIANO BALLAD,dj TAKA,0,0,0,0,0,---,NO PLAY,---,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,FAKE TIME,HARD ROCK,dj REMO-CON,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,11,0,0,0,---,FAILED,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,GENOCIDE,DRUM'N'BASS,dj Killer,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,1799,723,353,24,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-01 17:05
IIDX RED,gigadelic,NUSTYLE GABBA,teranoid feat.MC Natsack,3,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,12,1582,605,372,13,HARD CLEAR,A,12,1743,650,443,28,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-19 19:14
IIDX RED,KEY,BEAT ROCK,colors,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,NEBULA GRASPER,PSYCHEDELIC TRANCE,L.E.D.,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,RED ZONE,SPEED RAVE,Tatsh&NAOKI,1,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,HARD CLEAR,---,11,0,0,0,---,HARD CLEAR,---,12,2185,846,493,47,HARD CLEAR,A,2020-12-09 20:23
IIDX RED,RESONATE 1794,HARD SONATA,KOHTA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,1084,437,210,10,HARD CLEAR,A,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:41
IIDX RED,Secret of Love,DRUM'N'BASS,D.J.SWAN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,SPEEDY CAT,EUROBEAT,Y&Co.,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,Sphere,MEDIEVAL CHOIR,Tatsh feat. K.Nayuki,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,CLEAR,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
IIDX RED,spiral galaxy,PSYCHEDELIC TECHNO,D.J.SETUP,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,12,2655,1064,527,28,HARD CLEAR,A,2021-03-16 18:39
IIDX RED,Wonder Bullfighter,NATURAL SOUND,Twin AmadeuS,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,11,1602,665,272,39,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-13 15:13
IIDX RED,ピアノ協奏曲第１番”蠍火”,DIRGE,virkato,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,12,2005,744,517,83,FAILED,A,0,0,0,0,---,NO PLAY,---,2020-12-09 20:47
IIDX RED,太陽～T・A・I・Y・O～,CYBER J-EURO,NAOKI feat.星野奏子,1,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,9,1435,603,229,12,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-03-09 18:21
HAPPY SKY,100％ minimoo-G,SYNTHETIC PROGRESSIVE ROCK,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,Aurora,TRANCE CORE,Ryu☆,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,2006,835,336,15,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-11-25 18:29
HAPPY SKY,CaptivAte～浄化～,NOSTALISH REQUIEM,A/I,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,0,0,0,---,HARD CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,Catch Me,ACID JAZZ,DJ Yoshitaka feat. ERi,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,double thrash,BATTLE2005,414,1,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,10,1728,644,440,37,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-09 19:52
HAPPY SKY,EDEN,HYPER J-POP SIX,ＴЁЯＲＡ,2,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,FULLCOMBO CLEAR,---,9,0,0,0,---,CLEAR,---,10,2444,1113,218,10,HARD CLEAR,AAA,0,0,0,0,---,NO PLAY,---,2021-01-25 19:49
HAPPY SKY,EMPTY OF THE SKY,E-ROCK,AKIRA YAMAOKA,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,ASSIST CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,garden,SWING WALTZ,青野りえ,2,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,10,1631,624,383,14,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-28 12:22
HAPPY SKY,Get'em up to R.A.V.E,RAVE,Disconation,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,HAPPY☆ANGEL,HAPPY HARDCORE,jun with TAHIRIH,0,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,I am,CYBER J-ROCK,有沢みはる from BeForU,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,INAZUMA,TRANCE,dj TAKA,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,11,1969,798,373,18,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-02 19:18
HAPPY SKY,Little Little Princess,PUNK OPERA,SHRINE 418,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,HARD CLEAR,---,11,2135,759,617,23,HARD CLEAR,A,12,2819,993,833,40,HARD CLEAR,A,2021-03-21 17:50
HAPPY SKY,Love Magic,DRUM'N'BASS,D.J.SWAN,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,FAILED,---,10,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,MOON RACE,FUTURE HOUSE,ELEKTEL,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,9,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,Pink Rose,HEART,Kiyommy+Seiya,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,PLASMA,SYNTHESIZED TECHNO,Sota Fujimori,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,9,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,Pollinosis,HARD DANCE,dj REMO-CON,3,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,1823,710,403,29,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-09 19:17
HAPPY SKY,POODLE,EUROBEAT,Y&Co.,3,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,CLEAR,---,10,1982,879,224,7,HARD CLEAR,AA,11,2719,1137,445,33,HARD CLEAR,AA,2021-03-28 15:49
HAPPY SKY,rage against usual,DIGI-ROCK,dj TAKA feat.Gt.Shintaro,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,SCREAM SQUAD,BREAKCORE,CALF,5,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,1546,626,294,30,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-11 19:58
HAPPY SKY,Scripted Connection⇒ A mix,TECHNO,DJ MURASAME,2,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,12,1908,738,432,87,FAILED,B,0,0,0,0,---,NO PLAY,---,2020-12-20 16:53
HAPPY SKY,Scripted Connection⇒ H mix,TECHNO,DJ MURASAME,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,SigSig,MAKINA,kors k,2,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1982,763,456,22,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-11 18:05
HAPPY SKY,Tizona d'El Cid,MPB,TOMOSUKE,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,Twelfth Style,HAPPY EURO PARADISE,Tatsh&DAYBREAKERS NEXT,0,0,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,vault of heaven,ELECTROSHOCK,Mr.T,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,We are Disっ娘よっつ打ち命,DISCO,DANCE☆MAN feat. Disっ娘,2,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,1292,526,240,4,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-02-11 18:00
HAPPY SKY,Xepher,MEDIEVAL CHOIR,Tatsh,1,3,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,11,2299,931,437,28,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-01-05 18:26
HAPPY SKY,オレはビートマニア！お前は何マニア？,FUNK,DANCE☆MAN,0,0,0,0,0,---,NO PLAY,---,7,0,0,0,---,ASSIST CLEAR,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,FAILED,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,ヒマワリ,J-HAPPY HARDCORE,小坂りゆ,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,ラクエン,REGGAE,Chonan Chiharu,0,0,0,0,0,---,NO PLAY,---,4,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,冥,HUMAN SEQUENCER,Amuro vs Killer,0,3,0,0,0,---,CLEAR,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,CLEAR,---,12,0,0,0,---,NO PLAY,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
HAPPY SKY,合体せよ！ストロングイェーガー！！ (Ryu☆ remix),HARD DANCE,L.E.D./Remixed by Ryu☆,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,1447,586,275,25,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-19 18:55
HAPPY SKY,月光,J-EUROBEAT,Tatsh feat. 星野奏子,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,EASY CLEAR,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
DistorteD,ALFARSHEAR 双神威に廻る夢,HYPER J-POP SEVEN,ＴЁЯＲＡ,2,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,7,0,0,0,---,NO PLAY,---,10,1817,806,205,6,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-02-28 19:25
DistorteD,Apocalypse ～dirge of swans～,ORATORIO,Zektbach,1,1,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,1823,735,353,29,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2020-12-06 15:00
DistorteD,Bloody Tears(IIDX EDITION),HARD RENAISSANCE,DJ YOSHITAKA,2,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,10,1874,821,232,6,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2020-12-20 16:47
DistorteD,BOOM BOOM DISCO NIGHT,EUROBEAT,Y&Co.,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,1799,751,297,16,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-01-05 17:48
DistorteD,Broadbanded,TRANCE,SADA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,11,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
DistorteD,Concertino in Blue,PROGRESSIVE,佐々木博史,2,2,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,12,1846,645,556,46,HARD CLEAR,A,0,0,0,0,---,NO PLAY,---,2021-03-28 16:17
DistorteD,CONTRACT,SUBLIME TECHNO,朱雀,1,0,0,0,0,---,NO PLAY,---,9,0,0,0,---,NO PLAY,---,10,0,0,0,---,NO PLAY,---,11,1385,547,291,34,HARD CLEAR,B,12,0,0,0,---,NO PLAY,---,2020-12-03 12:10
DistorteD,D.C.fish,TECHNO,DJ MURASAME,1,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,11,1851,769,313,20,HARD CLEAR,AA,0,0,0,0,---,NO PLAY,---,2021-01-09 13:46
DistorteD,Double Loving Heart,J-POP,Tatsh feat. Junko Hirata & Sayaka Minami,0,0,0,0,0,---,NO PLAY,---,3,0,0,0,---,NO PLAY,---,6,0,0,0,---,NO PLAY,---,9,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
DistorteD,EURO-ROMANCE,80's TECHNO,K-MASERA,0,0,0,0,0,---,NO PLAY,---,5,0,0,0,---,NO PLAY,---,8,0,0,0,---,NO PLAY,---,10,0,0,0,---,EASY CLEAR,---,0,0,0,0,---,NO PLAY,---,2020-10-29 17:13
